Year,ID Geography,Geography,Date,Confirmed,ConfirmedGrowth,ConfirmedPC,deathIncrease,Deaths,DeathsPC,fips,hash,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,ISO2 Geography,Negative,negativeIncrease,onVentilatorCumulative,onVentilatorCurrently,pending,Population,Positive,positiveIncrease,PositivePC,posNeg,recovered,total,totalTestResults,totalTestResultsIncrease
"2018","04000US02","Alaska","2020/03/06",0,,,,0,,"02","f84bd2a87b65a5dbf74e4e21d6162ef74c26d1ab",,,,,,,"AK",8,,,,1,737438,0,,0,8,,9,8,
"2018","04000US02","Alaska","2020/03/07",0,,,0,0,,"02","dc09f2d4469f39130b5a0ecbfa19b60ef5857480",,,,0,,,"AK",12,4,,,2,737438,0,0,0,12,,14,12,4
"2018","04000US02","Alaska","2020/03/08",0,,,0,0,,"02","528a8fb92237aff1573242df365fac0172b5c6ef",,,,0,,,"AK",14,2,,,6,737438,0,0,0,14,,20,14,2
"2018","04000US02","Alaska","2020/03/09",0,,,0,0,,"02","3c498dcf81280452872d02ad5f1e513e76aec6db",,,,0,,,"AK",23,9,,,9,737438,0,0,0,23,,32,23,9
"2018","04000US02","Alaska","2020/03/10",0,,,0,0,,"02","7aa445ebf9123446b45e378bb01eb24bf5f69895",,,,0,,,"AK",23,0,,,9,737438,0,0,0,23,,32,23,0
"2018","04000US02","Alaska","2020/03/11",0,,,0,0,,"02","6a17e217d5f39b7b3b9c1c5933dbc5811dbd4620",,,,0,,,"AK",46,23,,,14,737438,0,0,0,46,,60,46,23
"2018","04000US02","Alaska","2020/03/12",0,,,0,0,,"02","0fd333d14b98cc22b225d70a0b314964664b10f9",,,,0,,,"AK",46,0,,,14,737438,0,0,0,46,,60,46,0
"2018","04000US02","Alaska","2020/03/13",1,,0.13560462032062356,0,0,,"02","2afab82ea203dff6b9469b231d446fe50372e9a8",,,,0,,,"AK",59,13,,,,737438,1,1,0.016666666666666666,60,,60,60,14
"2018","04000US02","Alaska","2020/03/14",1,0,0.13560462032062356,0,0,,"02","4a434e53edb6d886ef8d8268fbaaf9da49839561",,,,0,,,"AK",143,84,,,,737438,1,0,0.006944444444444444,144,,144,144,84
"2018","04000US02","Alaska","2020/03/15",1,0,0.13560462032062356,0,0,,"02","c20c931369ad254d76fc60d098f567d137232cca",,,,0,,,"AK",143,0,,,,737438,1,0,0.006944444444444444,144,,144,144,0
"2018","04000US02","Alaska","2020/03/16",1,0,0.13560462032062356,0,0,,"02","7f5e80851d8d525a1ec21037882a96359ee72d43",,,,0,,,"AK",143,0,,,,737438,1,0,0.006944444444444444,144,,144,144,0
"2018","04000US02","Alaska","2020/03/17",3,2,0.40681386096187067,0,0,,"02","969eccec44af129b62208bde1e56de80253261ba",,,,0,,,"AK",334,191,,,,737438,3,2,0.008902077151335312,337,,337,337,193
"2018","04000US02","Alaska","2020/03/18",6,3,0.8136277219237413,0,0,,"02","f5288de93bf587b4c28a1f99cabe8bd017cd5a75",,,,0,,,"AK",406,72,,,,737438,6,3,0.014563106796116505,412,,412,412,75
"2018","04000US02","Alaska","2020/03/19",6,0,0.8136277219237413,0,0,,"02","2f94c7b77ddd84452d1a7abc0c35bfbb30a683ec",,,,0,,,"AK",432,26,,,,737438,6,0,0.0136986301369863,438,,438,438,26
"2018","04000US02","Alaska","2020/03/20",12,6,1.6272554438474827,0,0,,"02","f333d1fc4f737ba173a927f13856144d9ede40b1",,,,0,,,"AK",686,254,,,,737438,12,6,0.017191977077363897,698,,698,698,260
"2018","04000US02","Alaska","2020/03/21",14,2,1.8984646844887298,0,0,,"02","040a8237b6953bded6ce9cfbc7c1407cd7217925",0,0,,0,,,"AK",758,72,,,,737438,14,2,0.018134715025906734,772,,772,772,74
"2018","04000US02","Alaska","2020/03/22",22,8,2.9833016470537186,0,0,,"02","e669781c62a117ab762f1da8f91c871c513e9e56",0,0,,0,,,"AK",946,188,,,,737438,22,8,0.022727272727272728,968,,968,968,196
"2018","04000US02","Alaska","2020/03/23",22,0,2.9833016470537186,0,0,,"02","309e3a85275642280ff4b165355c3632a9756a3f",0,0,,0,,,"AK",946,0,,,,737438,22,0,0.022727272727272728,968,,968,968,0
"2018","04000US02","Alaska","2020/03/24",36,14,4.881766331542448,0,0,,"02","0fd3b206cbb54876519c68f6cfa972a34ca1dd00",0,0,,0,,,"AK",986,40,,,,737438,36,14,0.03522504892367906,1022,,1022,1022,54
"2018","04000US02","Alaska","2020/03/25",42,6,5.69539405346619,1,1,0.13560462032062356,"02","1177d47fa6cfe50c0ec66e2a09eeb787d6888d54",1,1,,1,,,"AK",1649,663,,,,737438,42,6,0.024837374334713187,1691,,1691,1691,669
"2018","04000US02","Alaska","2020/03/26",59,17,8.00067259891679,0,1,0.13560462032062356,"02","85167cec4294a3feb37de008f846cf044cc66382",3,3,,2,,,"AK",1801,152,,,,737438,59,17,0.031720430107526884,1860,,1860,1860,169
"2018","04000US02","Alaska","2020/03/27",69,10,9.356718802123027,0,1,0.13560462032062356,"02","316be8280fc78e95eeb9bf73b8947ddd32f26e1f",3,3,,0,,,"AK",2319,518,,,13,737438,69,10,0.028894472361809045,2388,,2401,2388,528
"2018","04000US02","Alaska","2020/03/28",85,16,11.526392727253002,1,2,0.27120924064124713,"02","c2ade93ce69ffb80fe6e4b3ddd215f792b7f9f7f",5,5,,2,,,"AK",2836,517,,,,737438,85,16,0.02909962341663814,2921,,2921,2921,533
"2018","04000US02","Alaska","2020/03/29",102,17,13.831671272703604,0,2,0.27120924064124713,"02","71f3375925074c6117030962affa2bdbd558176f",6,6,,1,,,"AK",3232,396,,,,737438,102,17,0.03059388122375525,3334,,3334,3334,413
"2018","04000US02","Alaska","2020/03/30",114,12,15.458926716551087,1,3,0.40681386096187067,"02","97e72a98ca9366e414a8728401bcfffaf89eeeb2",7,7,,1,,,"AK",3540,308,,,,737438,114,12,0.031198686371100164,3654,,3654,3654,320
"2018","04000US02","Alaska","2020/03/31",119,5,16.136949818154203,0,3,0.40681386096187067,"02","c6f9438293c181c466c97b164a167f8f604c359e",7,7,,0,,,"AK",3594,54,,,,737438,119,5,0.03204955561540533,3713,,3713,3713,59
"2018","04000US02","Alaska","2020/04/01",133,14,18.035414502642933,0,3,0.40681386096187067,"02","087c3c9b79a26e12ed8d34e0c5cb7f123afd2076",9,9,,2,,,"AK",4470,876,,,,737438,133,14,0.028894199435150987,4603,,4603,4603,890
"2018","04000US02","Alaska","2020/04/02",143,10,19.39146070584917,0,3,0.40681386096187067,"02","becfe2afafe9e7d9bfcc236000e6bcc8a55e596f",9,9,,0,,,"AK",4879,409,,,,737438,143,10,0.028474711270410194,5022,,5022,5022,419
"2018","04000US02","Alaska","2020/04/03",157,14,21.2899253903379,0,3,0.40681386096187067,"02","1211409fef1c8173882347e9d301e43ddf4756be",15,15,,6,,,"AK",5859,980,,,,737438,157,14,0.026097074468085107,6016,,6016,6016,994
"2018","04000US02","Alaska","2020/04/04",171,14,23.18839007482663,2,5,0.6780231016031179,"02","5435362aada31d491847fc5707f261e2f75f58f0",16,16,,1,,,"AK",5869,10,,,,737438,171,14,0.028311258278145696,6040,,6040,6040,24
"2018","04000US02","Alaska","2020/04/05",185,14,25.086854759315358,1,6,0.8136277219237413,"02","82eb8aeb6874bcbe8e9a9cfa496102d05920babb",20,20,,4,,,"AK",6099,230,,,,737438,185,14,0.029439847231063018,6284,,6284,6284,244
"2018","04000US02","Alaska","2020/04/06",191,6,25.900482481239102,0,6,0.8136277219237413,"02","75eb070c07d93b8050ce40c7fbbc39b39bf51d5c",23,23,,3,,,"AK",6692,593,,,,737438,191,6,0.027749527822170564,6883,,6883,6883,599
"2018","04000US02","Alaska","2020/04/07",213,22,28.88378412829282,0,6,0.8136277219237413,"02","118d1ddf44ece1cc46e0f06c9a7828ffeaab3660",23,23,,0,,,"AK",6700,8,,,,737438,213,22,0.03081151453782728,6913,29,6913,6913,30
"2018","04000US02","Alaska","2020/04/08",226,13,30.646644192460926,1,7,0.9492323422443649,"02","fe364eecd0bb0e64cd740588dfebacb0c0207b22",27,27,,4,,,"AK",6842,142,,,,737438,226,13,0.03197509903791738,7068,32,7068,7068,155
"2018","04000US02","Alaska","2020/04/09",235,9,31.86708577534654,0,7,0.9492323422443649,"02","d9b1a1bcbfac59945ba04ef9fa5a4e2e49e387b3",27,27,,0,,,"AK",6988,146,,,,737438,235,9,0.03253495777377821,7223,49,7223,7223,155
"2018","04000US02","Alaska","2020/04/10",246,11,33.3587365988734,0,7,0.9492323422443649,"02","5ffee87f7dd343d321260f7fd502debd9814f581",28,28,,1,,,"AK",7186,198,,,,737438,246,11,0.03310010764262648,7432,55,7432,7432,209
"2018","04000US02","Alaska","2020/04/11",257,11,34.85038742240025,1,8,1.0848369625649885,"02","cae0f3d6eebcef7a8c2f3b54c304df924e6793de",31,31,,3,,,"AK",7475,289,,,,737438,257,11,0.03323848939472323,7732,63,7732,7732,300
"2018","04000US02","Alaska","2020/04/12",272,15,36.88445672720961,0,8,1.0848369625649885,"02","5c8e26765214be8750b0285515aadbb0b442331c",31,31,,0,,,"AK",7766,291,,,,737438,272,15,0.033839263498382684,8038,66,8038,8038,306
"2018","04000US02","Alaska","2020/04/13",277,5,37.56247982881273,0,8,1.0848369625649885,"02","c853ee40488c4e0cfe0da56e967023725ffdbb67",32,32,,1,,,"AK",7553,-213,,,,737438,277,5,0.03537675606641124,7830,85,8038,7830,-208
"2018","04000US02","Alaska","2020/04/14",285,8,38.64731679137772,1,9,1.220441582885612,"02","8a6e31bcac3d2f7546e41de8984cbc914fef3ac8",32,32,,0,,,"AK",8063,510,,,,737438,285,8,0.03413991375179684,8348,98,8348,8348,518
"2018","04000US02","Alaska","2020/04/15",293,8,39.732153753942704,0,9,1.220441582885612,"02","be01c3ac18f2bbdb51063a2c4db7852b798b0d1a",34,34,,2,,,"AK",8371,308,,,,737438,293,8,0.033818097876269625,8664,106,8664,8664,316
"2018","04000US02","Alaska","2020/04/16",300,7,40.68138609618707,0,9,1.220441582885612,"02","2b6f22ee19873759113536421174b8142aa9769a",35,35,,1,,,"AK",8435,64,,,,737438,300,7,0.03434459072696051,8735,110,8735,8735,71
"2018","04000US02","Alaska","2020/04/17",309,9,41.90182767907268,0,9,1.220441582885612,"02","30f34c5994ec789638a2b9f488450b5aa5f9ea70",36,36,,1,,,"AK",9141,706,,,,737438,309,9,0.0326984126984127,9450,128,9450,9450,715
"2018","04000US02","Alaska","2020/04/18",314,5,42.5798507806758,0,9,1.220441582885612,"02","34d69de12bed9a2feb700cb5c9b3fd361a6347e1",36,36,39,0,,,"AK",9341,200,,,,737438,314,5,0.032522009321595026,9655,147,9655,9655,205
"2018","04000US02","Alaska","2020/04/19",319,5,43.257873882278915,0,9,1.220441582885612,"02","7bc981fe21e2c12b4779c131934cea1573a4288e",36,36,37,0,,,"AK",9576,235,,,,737438,319,5,0.03223850429509854,9895,153,9895,9895,240
"2018","04000US02","Alaska","2020/04/20",321,2,43.52908312292016,0,9,1.220441582885612,"02","5949c0992ce50a7b829f732a642f8f8dbeb89990",36,36,46,0,,,"AK",9803,227,,,,737438,321,2,0.03170683524298696,10124,161,10124,10124,229
"2018","04000US02","Alaska","2020/04/21",329,8,44.613920085485155,0,9,1.220441582885612,"02","bda1524766dcdfc8919495399caba6923b82f36d",36,36,42,0,,,"AK",10790,987,,,,737438,329,8,0.029588991815810775,11119,168,11119,11119,995
"2018","04000US02","Alaska","2020/04/22",335,6,45.42754780740889,0,9,1.220441582885612,"02","d67e3f74ea888b22f61d4ff579edd097c872833f",36,36,39,0,,,"AK",11824,1034,,,,737438,335,6,0.02755160786248869,12159,196,12159,12159,1040
"2018","04000US02","Alaska","2020/04/23",337,2,45.69875704805014,0,9,1.220441582885612,"02","245a74ffc31b20faf37c4c50c38f79a474a0dedf",36,,42,0,,,"AK",11824,0,,,,737438,337,2,0.027711536880190773,12161,209,12161,12161,2
"2018","04000US02","Alaska","2020/04/24",339,2,45.96996628869139,0,9,1.220441582885612,"02","41cb5f86268d18b17cd6f268ad3e0777cc610274",36,,36,0,,,"AK",11942,118,,,,737438,339,2,0.027603615340770295,12281,208,12281,12281,120
"2018","04000US02","Alaska","2020/04/25",339,0,45.96996628869139,0,9,1.220441582885612,"02","38b933181a960ab000b1b46afb87de5047a9ba49",36,,32,0,,,"AK",15393,3451,,,,737438,339,0,0.02154843630816171,15732,217,15732,15732,3451
"2018","04000US02","Alaska","2020/04/26",341,2,46.24117552933264,0,9,1.220441582885612,"02","6ab39d2fb1ad164eea6affb92618298dbc12ec44",36,,14,0,,,"AK",15836,443,,,,737438,341,2,0.02107931013166842,16177,217,16177,16177,445
"2018","04000US02","Alaska","2020/04/27",345,4,46.78359401061513,0,9,1.220441582885612,"02","ab6f56eba38b18bcc3341eb287c25d592ea68221",36,,10,0,,,"AK",15911,75,,,,737438,345,4,0.021222933070866142,16256,218,16256,16256,79
"2018","04000US02","Alaska","2020/04/28",351,6,47.59722173253887,0,9,1.220441582885612,"02","f72a9f858da8a3ad531c3878fe7599f21b56447c",36,,16,0,,,"AK",16738,827,,,,737438,351,6,0.020539528351571187,17089,228,17089,17089,833
"2018","04000US02","Alaska","2020/04/29",355,4,48.139640213821366,0,9,1.220441582885612,"02","30e0f53c4a86ec53f7499d31234f683b130e67c7",36,,14,0,,,"AK",18764,2026,,,,737438,355,4,0.018567916732046656,19119,240,19119,19119,2030
"2018","04000US02","Alaska","2020/04/30",355,0,48.139640213821366,0,9,1.220441582885612,"02","a0a8101c699ac035c6da259e1593907b5f8a87d7",36,,19,0,,,"AK",18764,0,,,,737438,355,0,0.018567916732046656,19119,252,19119,19119,0
"2018","04000US02","Alaska","2020/05/01",364,9,49.36008179670698,0,9,1.220441582885612,"02","2cc6957ffff6906f6faca7c5f4d72b340a48e728",36,,25,0,,,"AK",19961,1197,,,,737438,364,9,0.0179089790897909,20325,254,20325,20325,1206
"2018","04000US02","Alaska","2020/05/02",365,1,49.4956864170276,0,9,1.220441582885612,"02","fabbbd86b70f78c75c1dc8d7549d2f859251ab94",36,,10,0,,,"AK",21034,1073,,,,737438,365,1,0.01705687181644002,21399,261,21399,21399,1074
"2018","04000US02","Alaska","2020/05/03",368,3,49.902500277989475,0,9,1.220441582885612,"02","47291d8d4e9d84e87ae0f5c56070e2b3b284a7fd",36,,12,0,,,"AK",21210,176,,,,737438,368,3,0.017054407266660486,21578,262,21578,21578,179
"2018","04000US02","Alaska","2020/05/04",370,2,50.173709518630716,0,9,1.220441582885612,"02","18ac37203518844ba0abb03f9f6f328f4abc6774",36,,12,0,,,"AK",21353,143,,,,737438,370,2,0.017032638217557426,21723,263,21723,21723,145
"2018","04000US02","Alaska","2020/05/05",371,1,50.30931413895134,0,9,1.220441582885612,"02","00204bcdd1828164f28ff336af010befc611be6f",36,,13,0,,,"AK",22321,968,,,,737438,371,1,0.0163493742288031,22692,277,22692,22692,969
"2018","04000US02","Alaska","2020/05/06",372,1,50.444918759271964,1,10,1.3560462032062357,"02","fc9f98fdf2f0db7f59fd92efea605ccca134259e",36,,8,0,,,"AK",23283,962,,,,737438,372,1,0.01572606214331008,23655,284,23655,23655,963
"2018","04000US01","Alabama","2020/03/07",0,,,,,,"01","b7229e74444e63e1bf4c7acf02ecd69fd3f2d44f",,,,,,,"AL",,,,,,4887871,0,,,0,,0,0,
"2018","04000US01","Alabama","2020/03/08",0,,,0,,,"01","cef5c30ef98434091f43d4339edbbda536a2b1e3",,,,0,,,"AL",,0,,,,4887871,0,0,,0,,0,0,0
"2018","04000US01","Alabama","2020/03/09",0,,,0,,,"01","c391f721afe45510e1c1c86223e438174db9baf8",,,,0,,,"AL",,0,,,,4887871,0,0,,0,,0,0,0
"2018","04000US01","Alabama","2020/03/10",0,,,0,,,"01","8b98d3b5d6d75f9bb40ee70ef5553b794b7dc4f2",,,,0,,,"AL",0,0,,,0,4887871,0,0,,0,,0,0,0
"2018","04000US01","Alabama","2020/03/11",0,,,0,,,"01","06ecb0277a90135b760551e5a082a57764c3d807",,,,0,,,"AL",10,10,,,,4887871,0,0,0,10,,10,10,10
"2018","04000US01","Alabama","2020/03/12",0,,,0,,,"01","ba2f587dec4e40c649ac2dcd9c8a5782aedafb22",,,,0,,,"AL",10,0,,,,4887871,0,0,0,10,,10,10,0
"2018","04000US01","Alabama","2020/03/13",1,,0.020458805070755755,0,,,"01","f89b69cb34b1791968f94ecb5f7d765cd724cdbd",,,,0,,,"AL",11,1,,,,4887871,1,1,0.08333333333333333,12,,12,12,2
"2018","04000US01","Alabama","2020/03/14",6,5,0.12275283042453453,0,,,"01","6497c1d495dd20a5be16c38b62241d17babda63f",,,,0,,,"AL",22,11,,,46,4887871,6,5,0.21428571428571427,28,,74,28,16
"2018","04000US01","Alabama","2020/03/15",12,6,0.24550566084906905,0,0,,"01","d9d73937ff45ac50bc195b2fe42a053e814a4361",,,,0,,,"AL",28,6,,,46,4887871,12,6,0.3,40,,86,40,12
"2018","04000US01","Alabama","2020/03/16",28,16,0.5728465419811611,0,0,,"01","485be3a893d8a3fb8fdab10be29b5d904718b60e",,,,0,,,"AL",28,0,,,40,4887871,28,16,0.5,56,,96,56,16
"2018","04000US01","Alabama","2020/03/17",36,8,0.7365169825472072,0,0,,"01","fca4639da0e8cb6c78cc6c89baae94c934e2f4ab",,,,0,,,"AL",28,0,,,,4887871,36,8,0.5625,64,,96,64,8
"2018","04000US01","Alabama","2020/03/18",46,10,0.9411050332547647,0,0,,"01","2e691f4e0fa081f2b42b43c7a65992124bbca213",,,,0,,,"AL",28,0,,,,4887871,46,10,0.6216216216216216,74,,96,74,10
"2018","04000US01","Alabama","2020/03/19",68,22,1.3911987448113914,0,0,,"01","f9fa0f9d46fc27c74c8d59db3eafd1e4fc7907e2",,,,0,,,"AL",28,0,,,,4887871,68,22,0.7083333333333334,96,,96,96,22
"2018","04000US01","Alabama","2020/03/20",81,13,1.6571632107312162,0,0,,"01","bf5fb6616f886eb47b854b0721a2360f480fa40f",,,,0,,,"AL",28,0,,,,4887871,81,13,0.7431192660550459,109,,109,109,13
"2018","04000US01","Alabama","2020/03/21",124,43,2.5368918287737134,0,0,,"01","cd92e175f57f1bfb3e7a1203354254d2ff491493",,,,0,,,"AL",28,0,,,,4887871,124,43,0.8157894736842105,152,,152,152,43
"2018","04000US01","Alabama","2020/03/22",138,14,2.823315099764294,0,0,,"01","6e25732fb6cbdc929597b28f6adbaace2008c82d",,,,0,,,"AL",1464,1436,,,,4887871,138,14,0.08614232209737828,1602,,1602,1602,1450
"2018","04000US01","Alabama","2020/03/23",167,29,3.416620446816211,0,0,,"01","de2b1270e2639652eae442e42d23639733d96f30",,,,0,,,"AL",1665,201,,,,4887871,167,29,0.09115720524017468,1832,,1832,1832,230
"2018","04000US01","Alabama","2020/03/24",215,48,4.398643090212487,0,0,,"01","7ed42ce606ac1ca8b59aefdaf4e3fd1d77755c31",,,,0,,,"AL",2106,441,,,,4887871,215,48,0.0926324859974149,2321,,2321,2321,489
"2018","04000US01","Alabama","2020/03/25",283,68,5.7898418350238785,0,0,,"01","22b89b45a7f0692cb0db28ab76620c9a6400e768",,,,0,,,"AL",2529,423,,,,4887871,283,68,0.10064011379800854,2812,,2812,2812,491
"2018","04000US01","Alabama","2020/03/26",506,223,10.352155365802412,1,1,0.020458805070755755,"01","6bb4f421b680c0a12f3b6c44065952069732b8a8",,,,0,,,"AL",3593,1064,,,,4887871,506,223,0.12344474262015126,4099,,4099,4099,1287
"2018","04000US01","Alabama","2020/03/27",587,81,12.009318576533628,2,3,0.06137641521226726,"01","2009087dc9cc73d73d45a97f07ae3c774a5ec290",,,,0,,,"AL",4184,591,,,,4887871,587,81,0.12303500314399497,4771,,4771,4771,672
"2018","04000US01","Alabama","2020/03/28",696,109,14.239328329246005,0,3,0.06137641521226726,"01","8c359cc7c9e7c4a4367118963edec7ab8bfab389",,,,0,,,"AL",4184,0,,,,4887871,696,109,0.14262295081967213,4880,,4880,4880,109
"2018","04000US01","Alabama","2020/03/29",806,110,16.489796887029136,1,4,0.08183522028302302,"01","43f6a6f3f87f67d29e4c2e4a6cc9e26ae67bc05f",,,,0,,,"AL",4184,0,,,,4887871,806,110,0.16152304609218437,4990,,4990,4990,110
"2018","04000US01","Alabama","2020/03/30",859,53,17.574113555779192,2,6,0.12275283042453453,"01","7ba0d4a68a3a30cf8126a9a3a0c5569c4f978bfc",,,,0,,,"AL",5694,1510,,,,4887871,859,53,0.13108499923699068,6553,,6553,6553,1563
"2018","04000US01","Alabama","2020/03/31",981,122,20.070087774411395,7,13,0.2659644659198248,"01","1da309ba66e6ef91132c91f6b815a10477dfc7b5",,,,0,,,"AL",6298,604,,,,4887871,981,122,0.1347712597884325,7279,,7279,7279,726
"2018","04000US01","Alabama","2020/04/01",1077,96,22.03413306120395,13,26,0.5319289318396496,"01","80f82903ecee465d1b154cb8d5aa0dd5e69bb4ea",,,,0,,,"AL",6697,399,,,,4887871,1077,96,0.13853871880627733,7774,,7774,7774,495
"2018","04000US01","Alabama","2020/04/02",1233,156,25.225706652241847,6,32,0.6546817622641842,"01","dc3e25296f7c4bbdd4ab0eded23da382154fa7ed",,,,0,,,"AL",7503,806,,,,4887871,1233,156,0.1411401098901099,8736,,8736,8736,962
"2018","04000US01","Alabama","2020/04/03",1432,199,29.29700886132224,3,35,0.7160581774764514,"01","1cc0d15c48fd624bcda0a5718256e933ae73f060",,,,0,,,"AL",8187,684,,,,4887871,1432,199,0.14887202411893127,9619,,9619,9619,883
"2018","04000US01","Alabama","2020/04/04",1580,148,32.32491201179409,8,43,0.8797286180424975,"01","f7e6b891601c59220f1b6fa00d5c7a8edc13f39f",212,212,,212,,,"AL",9273,1086,,,,4887871,1580,148,0.14558186676494977,10853,,10853,10853,1234
"2018","04000US01","Alabama","2020/04/05",1796,216,36.74401390707734,2,45,0.920646228184009,"01","7a0691a6aad3f3ff50b62435b4913c3397d11e2a",231,231,,19,,,"AL",11282,2009,,,,4887871,1796,216,0.13732986695213337,13078,,13078,13078,2225
"2018","04000US01","Alabama","2020/04/06",1968,172,40.26292837924733,5,50,1.0229402535377876,"01","566618d3eeeaab80ba8832cdcdb828d40e29f51a",240,240,,9,,,"AL",12797,1515,,,,4887871,1968,172,0.13328818151032848,14765,,14765,14765,1687
"2018","04000US01","Alabama","2020/04/07",2119,151,43.35220794493144,6,56,1.1456930839623223,"01","d8686ead4a7e5df772058ad26879e55997079a5e",271,271,,31,,,"AL",12797,0,,,,4887871,2119,151,0.14206221507106462,14916,,14916,14916,151
"2018","04000US01","Alabama","2020/04/08",2369,250,48.46690921262038,10,66,1.3502811346698798,"01","9373f8cf19bf895bb25027c4e14eb30943d1e8b3",314,314,,43,,,"AL",16753,3956,,,,4887871,2369,250,0.12388871456960569,19122,,19122,19122,4206
"2018","04000US01","Alabama","2020/04/09",2769,400,56.650431240922686,8,74,1.5139515752359258,"01","a0ba82d951f7acd4eaa1bb0fcec31c641eeb98d1",333,333,,19,,,"AL",18058,1305,,,,4887871,2769,400,0.13295241753493062,20827,,20827,20827,1705
"2018","04000US01","Alabama","2020/04/10",2968,199,60.72173345000308,6,80,1.6367044056604603,"01","81ba86897892cd5a4acc24f2f6637f4137fff2a3",368,368,,35,,,"AL",18058,0,,,,4887871,2968,199,0.1411585655854656,21026,,21026,21026,199
"2018","04000US01","Alabama","2020/04/11",3191,223,65.28404698078161,11,91,1.8617512614387737,"01","5ffd423fbe6e99cfe4654a3102cf09b887ec2a9d",402,402,,34,177,,"AL",18058,0,113,,,4887871,3191,223,0.15017177278930774,21249,,21249,21249,223
"2018","04000US01","Alabama","2020/04/12",3525,334,72.11728787441403,2,93,1.902668871580285,"01","7abf076ec4fc4e89d1eb8a01b65ae9087bd7c990",437,437,,35,189,,"AL",18058,0,119,,,4887871,3525,334,0.16332298568317657,21583,,21583,21583,334
"2018","04000US01","Alabama","2020/04/13",3734,209,76.39317813420199,6,99,2.0254217020048197,"01","f4916ccbd660461e28a953d93090138b9b0e7a14",457,457,,20,189,,"AL",25448,7390,119,,,4887871,3734,209,0.1279555890617504,29182,,29182,29182,7599
"2018","04000US01","Alabama","2020/04/14",3876,142,79.2983284542493,11,110,2.250468557783133,"01","b6b08c5598619ab153f2bb5ce05abcb7683a0742",493,493,,36,210,,"AL",29241,3793,132,,,4887871,3876,142,0.11703958691910499,33117,,33117,33117,3935
"2018","04000US01","Alabama","2020/04/15",4113,237,84.14706525601842,11,121,2.475515413561446,"01","4a3801887ef23787466379789d253055719ec6f2",525,525,,32,219,,"AL",29964,723,134,,,4887871,4113,237,0.1206972444757461,34077,,34077,34077,960
"2018","04000US01","Alabama","2020/04/16",4345,232,88.89350803243376,12,133,2.7210210744105154,"01","bee37efe8849d9cc85ca72d4d7a1d42e8af614c5",553,553,,28,227,,"AL",32046,2082,137,,,4887871,4345,232,0.11939765326591739,36391,,36391,36391,2314
"2018","04000US01","Alabama","2020/04/17",4530,185,92.67838697052356,11,144,2.946067930188829,"01","83f46dea253dc13203bc8ccecef8b6f3a72c87f9",594,594,,41,247,,"AL",33318,1272,148,,,4887871,4530,185,0.11968928344958782,37848,,37848,37848,1457
"2018","04000US01","Alabama","2020/04/18",4655,125,95.23573760436804,2,146,2.9869855403303402,"01","f29e9ae64597d9aa1c8afe999c02ef51ba9fc0f8",620,620,,26,247,,"AL",37883,4565,148,,,4887871,4655,125,0.10943156706944379,42538,,42538,42538,4690
"2018","04000US01","Alabama","2020/04/19",4837,182,98.95924012724558,8,154,3.1506559808963863,"01","efa1058bdc95b1024f356bbb3fc01981341e1495",641,641,,21,260,,"AL",40875,2992,157,,,4887871,4837,182,0.10581466573328667,45712,,45712,45712,3174
"2018","04000US01","Alabama","2020/04/20",5025,188,102.80549548054766,13,167,3.416620446816211,"01","968bca96bfa84a60c0a0c0c43ecac462f85d13f5",641,641,,0,260,,"AL",40875,0,157,,,4887871,5025,188,0.10947712418300654,45900,,45900,45900,188
"2018","04000US01","Alabama","2020/04/21",5231,206,107.02000932512335,10,177,3.6212084975237686,"01","0199d47d76323fc6cab01b3886670151e042641e",699,699,,58,260,,"AL",43295,2420,157,,,4887871,5231,206,0.1077978815480361,48526,,48526,48526,2626
"2018","04000US01","Alabama","2020/04/22",5465,234,111.8073697116802,17,194,3.9690081837266162,"01","515103912c615ae7a3cdf2a4f05f142733a42ee4",730,730,,31,288,,"AL",43295,0,170,,,4887871,5465,234,0.11207957342083676,48760,,48760,48760,234
"2018","04000US01","Alabama","2020/04/23",5778,313,118.21097569882674,3,197,4.030384598938884,"01","e023a368c1386b7f40abdee9f4d620a74f936aba",768,768,,38,288,,"AL",46863,3568,170,,,4887871,5778,313,0.10976235253889553,52641,,52641,52641,3881
"2018","04000US01","Alabama","2020/04/24",5832,54,119.31575117264757,0,197,4.030384598938884,"01","2d4542176918c5fa685c0db48c848b2af5e35f06",768,768,,0,288,,"AL",46863,0,170,,,4887871,5832,54,0.11067463706233988,52695,,52695,52695,54
"2018","04000US01","Alabama","2020/04/25",6137,305,125.55568671922806,15,212,4.33726667500022,"01","bb87dd4e1e46e49d21a95aac64f980307176d49f",839,839,,71,288,,"AL",65207,18344,170,,,4887871,6137,305,0.08601984749943933,71344,,71344,71344,18649
"2018","04000US01","Alabama","2020/04/26",6270,133,128.2767077936386,4,216,4.419101895283243,"01","ed9e3ee360ef06edeecadca62135cb70d5ae7912",845,845,,6,288,,"AL",67281,2074,170,,,4887871,6270,133,0.08524697148917078,73551,,73551,73551,2207
